,COUNTY,DATE,PRCP
0,Alameda,2012-01,2.1311764705882354
1,Alameda,2012-02,0.8820000000000001
2,Alameda,2012-03,5.214285714285714
3,Alameda,2012-04,2.956875
4,Alameda,2012-05,0.036250000000000004
5,Alameda,2012-06,0.12375
6,Alameda,2012-07,0.00823529411764706
7,Alameda,2012-08,0.00125
8,Alameda,2012-09,0.001764705882352941
9,Alameda,2012-10,0.8731249999999999
10,Alameda,2012-11,3.8874999999999997
11,Alameda,2012-12,6.201875000000001
12,Alameda,2013-01,0.555625
13,Alameda,2013-02,0.5355555555555555
14,Alameda,2013-03,0.595625
15,Alameda,2013-04,0.9011111111111111
16,Alameda,2013-05,0.07125000000000001
17,Alameda,2013-06,0.13842105263157892
18,Alameda,2013-07,0.0005263157894736842
19,Alameda,2013-08,0.005
20,Alameda,2013-09,0.5705555555555555
21,Alameda,2013-10,0.0005263157894736842
22,Alameda,2013-11,1.2252631578947368
23,Alameda,2013-12,0.44947368421052625
24,Alameda,2014-01,0.08800000000000001
25,Alameda,2014-02,4.554499999999999
26,Alameda,2014-03,2.2705000000000006
27,Alameda,2014-04,1.7009999999999998
28,Alameda,2014-05,0.0095
29,Alameda,2014-06,0.004285714285714286
30,Alameda,2014-07,0.015000000000000003
31,Alameda,2014-08,0.005238095238095238
32,Alameda,2014-09,0.41857142857142854
33,Alameda,2014-10,0.37952380952380954
34,Alameda,2014-11,1.9204761904761904
35,Alameda,2014-12,10.330526315789475
36,Alameda,2015-01,0.004285714285714286
37,Alameda,2015-02,2.325909090909091
38,Alameda,2015-03,0.25952380952380955
39,Alameda,2015-04,1.3682608695652176
40,Alameda,2015-05,0.22799999999999998
41,Alameda,2015-06,0.21473684210526317
42,Alameda,2015-07,0.036500000000000005
43,Alameda,2015-08,0.013500000000000002
44,Alameda,2015-09,0.024761904761904763
45,Alameda,2015-10,0.042
46,Alameda,2015-11,2.061052631578947
47,Alameda,2015-12,3.9205263157894743
48,Alameda,2016-01,5.8215
49,Alameda,2016-02,0.7449999999999999
50,Alameda,2016-03,5.381499999999999
51,Alameda,2016-04,1.6395000000000004
52,Alameda,2016-05,0.20800000000000002
53,Alameda,2016-06,0.0
54,Alameda,2016-07,0.004210526315789474
55,Alameda,2016-08,0.0016666666666666666
56,Alameda,2016-09,0.0015789473684210526
57,Alameda,2016-10,3.8224999999999993
58,Alameda,2016-11,1.5228571428571427
59,Alameda,2016-12,4.112
60,Alameda,2017-01,8.610000000000001
61,Alameda,2017-02,7.64095238095238
62,Alameda,2017-03,2.762380952380952
63,Alameda,2017-04,2.607
64,Alameda,2017-05,0.013500000000000002
65,Alameda,2017-06,0.037777777777777785
66,Alameda,2017-07,0.0
67,Alameda,2017-08,0.004705882352941177
68,Alameda,2017-09,0.055
69,Alameda,2017-10,0.20235294117647057
70,Alameda,2017-11,2.8729411764705888
71,Alameda,2017-12,0.08764705882352944
72,Alameda,2018-01,4.28
73,Alameda,2018-02,0.4494444444444443
74,Alameda,2018-03,4.41111111111111
75,Alameda,2018-04,2.642941176470588
76,Alameda,2018-05,0.009411764705882352
77,Alameda,2018-06,0.0
78,Alameda,2018-07,0.0
79,Alameda,2018-08,0.0
80,Alameda,2018-09,0.0
81,Alameda,2018-10,0.11125
82,Alameda,2018-11,3.141875
83,Alameda,2018-12,2.070588235294118
84,Alameda,2019-01,3.9473684210526314
85,Alameda,2019-02,7.28388888888889
86,Alameda,2019-03,4.106999999999999
87,Alameda,2019-04,0.5217647058823529
88,Alameda,2019-05,2.250714285714286
89,Alameda,2019-06,0.00125
90,Alameda,2019-07,0.0
91,Alameda,2019-08,0.0
92,Alameda,2019-09,0.24882352941176467
93,Alameda,2019-10,0.006470588235294117
94,Alameda,2019-11,0.994705882352941
95,Alameda,2019-12,3.7588888888888894
96,Alpine,2012-01,5.177777777777778
97,Alpine,2012-02,2.1855555555555553
98,Alpine,2012-03,7.13111111111111
99,Alpine,2012-04,2.65
100,Alpine,2012-05,0.4555555555555555
101,Alpine,2012-06,0.6666666666666666
102,Alpine,2012-07,0.07777777777777778
103,Alpine,2012-08,1.3744444444444446
104,Alpine,2012-09,0.1888888888888889
105,Alpine,2012-10,2.3855555555555554
106,Alpine,2012-11,6.4944444444444445
107,Alpine,2012-12,10.306666666666667
108,Alpine,2013-01,1.4511111111111112
109,Alpine,2013-02,0.6111111111111112
110,Alpine,2013-03,2.5855555555555556
111,Alpine,2013-04,1.4988888888888887
112,Alpine,2013-05,1.8866666666666667
113,Alpine,2013-06,0.4666666666666667
114,Alpine,2013-07,0.8655555555555556
115,Alpine,2013-08,0.2111111111111111
116,Alpine,2013-09,0.7655555555555557
117,Alpine,2013-10,0.94
118,Alpine,2013-11,0.8988888888888888
119,Alpine,2013-12,1.9655555555555553
120,Alpine,2014-01,2.9555555555555557
121,Alpine,2014-02,8.765555555555556
122,Alpine,2014-03,3.433333333333333
123,Alpine,2014-04,1.663333333333333
124,Alpine,2014-05,1.5322222222222222
125,Alpine,2014-06,0.06666666666666667
126,Alpine,2014-07,1.6644444444444444
127,Alpine,2014-08,1.008888888888889
128,Alpine,2014-09,1.842222222222222
129,Alpine,2014-10,0.9655555555555555
130,Alpine,2014-11,2.2055555555555557
131,Alpine,2014-12,4.953333333333334
132,Alpine,2015-01,0.23333333333333334
133,Alpine,2015-02,5.723333333333333
134,Alpine,2015-03,0.6655555555555556
135,Alpine,2015-04,2.553333333333333
136,Alpine,2015-05,3.1633333333333336
137,Alpine,2015-06,1.0744444444444443
138,Alpine,2015-07,2.0966666666666662
139,Alpine,2015-08,0.3111111111111111
140,Alpine,2015-09,0.43333333333333335
141,Alpine,2015-10,2.628888888888889
142,Alpine,2015-11,5.153333333333334
143,Alpine,2015-12,8.074444444444445
144,Alpine,2016-01,8.504444444444443
145,Alpine,2016-02,1.822222222222222
146,Alpine,2016-03,7.3066666666666675
147,Alpine,2016-04,3.1722222222222225
148,Alpine,2016-05,1.63
149,Alpine,2016-06,0.03333333333333334
150,Alpine,2016-07,0.011111111111111112
151,Alpine,2016-08,0.16666666666666669
152,Alpine,2016-09,0.3877777777777778
153,Alpine,2016-10,9.284444444444444
154,Alpine,2016-11,1.9877777777777779
155,Alpine,2016-12,6.453333333333332
156,Alpine,2017-01,23.555555555555557
157,Alpine,2017-02,15.705555555555557
158,Alpine,2017-03,5.042222222222223
159,Alpine,2017-04,7.5200000000000005
160,Alpine,2017-05,1.51
161,Alpine,2017-06,0.48888888888888893
162,Alpine,2017-07,0.1888888888888889
163,Alpine,2017-08,1.8266666666666669
164,Alpine,2017-09,2.657777777777778
165,Alpine,2017-10,0.51
166,Alpine,2017-11,7.638888888888889
167,Alpine,2017-12,0.708888888888889
168,Alpine,2018-01,3.81
169,Alpine,2018-02,1.7988888888888885
170,Alpine,2018-03,13.063333333333333
171,Alpine,2018-04,3.2655555555555558
172,Alpine,2018-05,1.46
173,Alpine,2018-06,0.022222222222222223
174,Alpine,2018-07,0.911111111111111
175,Alpine,2018-08,0.12222222222222223
176,Alpine,2018-09,0.1444444444444445
177,Alpine,2018-10,0.7488888888888887
178,Alpine,2018-11,5.154444444444444
179,Alpine,2018-12,2.8311111111111114
