"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2017-08","0.29","5,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2017-09","0.07",",,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2017-10","0.00",",,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2017-11","0.94","1,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2018-01","0.46",",,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2018-02","0.17","3,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2018-03","3.49","3,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2018-04","0.95","1,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2018-06","0.00","2,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2018-07","1.72",",,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2018-08","0.06",",,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2018-10","0.32","3,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2018-11","1.74","4,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2019-01","4.20",",,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2019-02","5.93",",,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2019-03","4.44","2,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2019-04","0.11","4,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2019-05","1.64","5,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2019-06","0.13","5,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2019-09","0.37","2,,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2019-10","0.00",",T,,N"
"US1CAMN0004","WEST BISHOP 14.4 NW, CA US","37.5103","-118.6363","1949.2","2019-12","1.29",",,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2015-08","0.14","1,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2015-09","0.02","1,a,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2015-10","0.86","3,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2015-11","0.00","2,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2015-12","0.05","4,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-01","0.79","1,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-02","0.72","2,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-03","0.13",",,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-04","0.81","3,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-05","0.35","4,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-06","0.83","2,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-07","0.04","2,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-08","0.62",",,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-09","0.00",",,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-10","0.14","1,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-11","0.05","2,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2016-12","0.50","1,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-01","5.21",",,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-02","2.46",",,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-03","0.14","1,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-04","1.01",",,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-05","0.27",",,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-06","0.00","2,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-07","0.18","1,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-08","0.45","2,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-09","0.39","3,a,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-10","0.00","1,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-11","0.25",",,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2017-12","0.00","1,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2018-02","0.02","1,,,N"
"US1CAIN0010","BISHOP 1.8 NW, CA US","37.384427","-118.422813","1282.0","2018-03","1.41","1,,,N"
